"id_relatorio_gestao","situacao_relatorio_gestao","parecer_relatorio_gestao","id_plano_acao"
14901,"DISPONIBILIZADO","Obra de Pavimentação asfáltica em CBUQ sobre paralelepípedos em vias públicas, trechos: AV. DONA FRANCISQUINHA TRECHOS I e II, LATERALIGREJA/PRAÇA CENTRAL.
Valor previsto para a consecução do objeto/valor da transferência especial: R$ 300.000,00. Valor para a execução da obra: R$ 350.369,02. O valor/custo, excedente ao da transferência especial para a execução total da obra foi pago com recursos dos rendimentos de aplicações financeiras e de recursos próprios da prefeitura Municipal de Francisco Santos - PI.  Classificação municipal orçamentária da despesa/Programa de trabalho: 15.451.0007.1402 -  Obras de calçamento e pavimentação; Elemento de despesa 4.4.90.51. Fonte de recursos provenientes de transferências especiais da União, recursos próprios e rendimentos de aplicações financeiras. Prazo para conclusão do objeto 06/12/2023 a 31/12/2024.",31997
15242,"DISPONIBILIZADO","Foi realizado a contratação de Show artístico com a Dupla Cleber e Cauan no dia 24/08/2024 e Renan e Ray no dia 22/08/2024, em comemoração do 36º aniversário de emancipação política do Município de Morro Agudo de Goiás.",32050
15890,"EM_ELABORACAO","O Recuso no valor de R$ 500.000,00 (Quinhentos mil reais) para execução de investimento, foi aplicado em obra de pavimentação conforme documentação comprobatória em anexo. O valor de R$ 150.000,00 (Cento e cinquenta mil) destinados a execução de custeio foi utilizado para aquisição de insumos diversos para a manutenção das secretarias do município. Informamos que toda execução seguiu os critérios da Lei de licitações 8.666/93 e Lei nº 8.666, de 21 de junho de 1993  e também todas as normas aplicadas a contabilidade pública.   ",32056
7166,"DISPONIBILIZADO","- Aquisição de concreto betuminoso usinado a quente (CBUQ) convencional e emulsão RR2C - Pregão Presencial n. 07/2022 - Ata de Registro de Preço n. 07/2022 - Notas Fiscais n. 574 e 576.

- Aquisição de gasolina, etanol, diesel comum, diesel S-10 e GLP – Pregão Presencial n. 001/2023 – Ata de Registro de Preço n. 001/2023 – Notas Fiscais n. 1487, 1489, 1490, 1491, 1493, 1494, 1495, 1496, 1590, 1592, 1593, 1595, 1596, 1597, 1598 e 3312.
",32053
11076,"DISPONIBILIZADO","Apresentamos o RELATÓRIO DE GESTÃO PARCIAL referente à Transferência Especial vinculada ao Plano de Ação 09032023-032103, no valor total de R$ 300.000,00, indicado pelo Parlamentar ALESSANDRO VIEIRA e vinculado ao GRUPO DE NATUREZA DE DESPESA 4 – INVESTIMENTO. Este relatório está integralmente em conformidade com a INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024, especialmente seu artigo 3º, que estabelece a obrigatoriedade de elaboração de relatório de gestão pelos entes federados beneficiários de transferências especiais, a ser inserido na plataforma Transferegov.br. Todos os documentos e informações requeridos pela instrução normativa supracitada estão anexados abaixo.",32103
15618,"DISPONIBILIZADO","PRESTAÇÃO DE CONTAS",32069
15417,"DISPONIBILIZADO","Realização de Festa Junina - Louvor ao Divino Espírito Santo e Nossa Senhora do Rosário",32064
16138,"EM_ELABORACAO","Prestação de contas",32072
16218,"DISPONIBILIZADO","Prestação de contas",32060
15568,"DISPONIBILIZADO","Presta contas",32061
8333,"DISPONIBILIZADO","PAGAMENTOS REALIZADOS EM OBRA DE INFRAESTRUTURA  E ABASTECIMENTO DE AGUA NO MUNICIPIO.",32152
11027,"DISPONIBILIZADO","O valor referente à esta emenda parlamentar foi utilizado para aquisição de mata-burros para instalação nas estradas vicinais do município.


Aquisição de mata burros: R$ 205.695,19
O município de Itaguara abrange uma alta quilometragem de estradas rurais. Portanto aquisição de mata burros se faz necessária uma vez que, a demanda pela instalação dos mesmos, é de responsabilidade do município. Os mata burros são itens importantes na manutenção das estradas rurais, dando melhor trafegabilidade de veículos e segurança, garantindo a permanência dos animais dentro das divisas de propriedade as quais pertencem, proporcionando uma solução de longo prazo e pouca manutenção.
",32151
7707,"DISPONIBILIZADO","Edital de licitação publicado
Construção/Reforma de espaço esportivo.
Projeto em elaboração.
Previsão apra conclusão da obra agosto de 2025.",32203
16159,"EM_ELABORACAO","O recurso destinado a Secretaria de Esporte e lazer de São Paulo pela modalidade Transferência Especial foi utilizado conforme oficio 400/GAB717/2023 ",32195
7581,"EM_ELABORACAO","Em execução do Recurso segue em anexo os documentos referente ao plano de trabalho e o do projeto basico técnico.",32210
14572,"DISPONIBILIZADO","Politicas Públicas na Assistência Social e Difusão Cultural",32207
14954,"DISPONIBILIZADO","Segue abaixo demonstrativo na execução da Emenda Especial por PAOE - ação orçamentária do Deputado Zé Neto, conforme descrita abaixo:
5031	Promoção de Atividade de Esporte Educacional e Lazer	157.892,00 
5779	Promoção de Atividade de Esporte de Alto Rendimento	686.700,00 
5893	Apoio a Evento de Interesse Turístico para a Divulgação do Destino Bahia	310.000,00 
",32269
7851,"EM_ELABORACAO","Os recursos da transferencial especial da Emenda Parlamentar nº 202339010005, plano de ação sob n° 09032023-032244, programa 09032023 do ano de 2023, no valor total de R$ 964.637,00 (Novecentos e sessenta e quatro mil e seiscentos e trinta e sete reais), foi utilizado pelo município de Breu Branco/PA para a revitalização da Orla (Investimento) e para a compra de materiais de consumo da secretaria de assistência social (Custeio).
O recurso destinado para custeio (categoria de despesa) no valor total de R$629.209,00 foi destinado a aquisição de insumos diversos para suprir as necessidades da secretaria municipal de assistência social, como apresentado em documentação em anexo.
O recurso destinado para investimento (categoria investimento) no valor de R$335.438,00 foi utilizada para revitalização da Orla do município.",32244
16306,"DISPONIBILIZADO","2160 Projeto de atividade Gestão das ações do programa de atenção básica 
Elemento de despesa 216030160000000000  Material de consumo
",32225
15163,"EM_ELABORACAO","Segue anexo oficio informando o presidente do Conselho Municipal dos direitos da Criança e do Adolescente sobre a emenda destinada ao FIA.",32324
12915,"DISPONIBILIZADO","O recurso da emenda especial cadastrado no plano de ação do Transferegov sob n° 09032023-032325, no montante de R$ 164.887,00 (cento e sessenta e quatro mil, oitocentos e oitenta e sete reais), foram utilizados parcialmente pelo município de Ecoporanga para apresentação de Mega Show de manobras Radicais, com motocross de 250cc à 1000cc.
O valor utilizado foi de R$ 70.000,00 (setenta mil reais), recebido do governo federal como emenda especial, sendo R$ 70.000,00 (setenta mil reais) para custeio e R$ 94.887,00 (noventa e quatro mil e oitocentos e oitenta e sete reais) para investimento.
A execução da pavimentação com pedras irregulares é de suma importância para os munícipes que utilizam a via, trazendo segurança e comodidade para locomoção, diminuindo custos relativos aos transportes de mercadorias e da produção agrícola, como também segurança ao transporte escolar. 
A Secretária Municipal de Educação, Cultura e Turismo, do município de Ecoporanga - ES, tem como objetivo implementar a política de turismo de aventura e lazer, além de fomentar a política de desenvolvimento do setor de turismo, é a integração com a Secretária de Esportes, que tem como objetivo promover o esportes e o lazer formal e informal e suas áreas afins. Entretanto, o município não possui esportes radicais, como por exemplo voo livre, motocross, escalada, entre outras diversas modalidades do turismo de aventura. Sendo assim, temos o objetivo de  trazer essa novidade para os munícipes, o Mega Show de manobras radicais com motocross, o mesmo proverá aos cidadãos uma experiência única e extraordinária, trazendo uma ilustre apresentação radical, e por meio desse esporte de aventura apresentado, fornecerá a conscientização sobre as leis de trânsito e acidentes automobilísticos, entre outros conhecimentos, é a secretária trazendo o pleno gozo ao acesso do turismo radical do nosso país, construindo valores em cada indivíduo da sociedade e a integração deles no ambiente em que vivem.
",32325
7331,"DISPONIBILIZADO","Em execução mas sem medições cadastradas ",32315
8347,"DISPONIBILIZADO","FOMENTAR A REALIZAÇÃO DAS FESTIVIDADES DA CULTURA POPULAR E DEMAIS EVENTOS CULTURAIS NO MUNICÍPIO DE VIANA/ES.",32317
10636,"DISPONIBILIZADO","Recurso em fase de planejamento de sua execução. ",33275
11047,"DISPONIBILIZADO","Realização de Obra de Contenção de Encostas no Municipio de Vila Velha",32312
8578,"EM_ELABORACAO","Considerando que o recurso oriundo de Transferência Especial advinda da Emenda Parlamentar, objetivando custeio para promoção da agricultura no valor de R$ 70.000,00 (setenta mil reais) conforme especificado no plano de ação, o Município de Pancas através da Secretaria Municipal de Agricultura utilizou o recurso no valor total de R$ 69.989,12 (sessenta e nove mil, novecentos e oitenta e nove reais e doze centavos) referente a prestação de serviços referente ao cartão de combustível conforme as Nota Fiscal nº 1851283, Nota Fiscal Nº 1944503 e parte da Nota Fiscal 1988944 juntamente com os comprovantes e relatório de pagamentos efetuados. Segue em anexo os demais documentos comprovando a utilização do referido recurso.

Informo que o valor atual em conta é de R$ 1.173,83 (hum mil, cento e setenta e três reais e oitenta e três centavos), sendo este o valor de R$ 10,88 que sobrou do recurso mais os rendimentos  em conta que serão utilizados conforme a necessidade do municipio. ",32311
16213,"DISPONIBILIZADO","Relatório de Gestão Parcial",32368
14844,"DISPONIBILIZADO","Recursos utilizados para ações de custeio no municipio de Almeirim/PA",32333
10321,"DISPONIBILIZADO","pavimentação asfáltica da Rua Cristóvão Colombo",32344
11077,"DISPONIBILIZADO","Apresentamos o RELATÓRIO DE GESTÃO PARCIAL referente à Transferência Especial vinculada ao Plano de Ação 09032023-032427, no valor total de R$ 300.000,00, indicado pelo Parlamentar FÁBIO REIS e vinculado ao GRUPO DE NATUREZA DE DESPESA 3 – CUSTEIO. Este relatório está integralmente em conformidade com a INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024, especialmente seu artigo 3º, que estabelece a obrigatoriedade de elaboração de relatório de gestão pelos entes federados beneficiários de transferências especiais, a ser inserido na plataforma Transferegov.br. Todos os documentos e informações requeridos pela instrução normativa supracitada estão anexados abaixo.",32427
15094,"EM_ELABORACAO","realizado marcha para jesus",32460
8345,"DISPONIBILIZADO","Aquisição de equipamentos de informática.(Computadores e Tablets)",32438
14496,"DISPONIBILIZADO","Início dos trâmites de contratação",32436
10598,"DISPONIBILIZADO","Referente a prestação de contas do plano de ação, cujo objeto executado foi ""Construção de Praça Pública e Estacionamento na Avenida São João no Município Santana do Piauí - PI"", conforme TOMADA DE PREÇOS 008/2023, Processo Administrativo n° 637/2023.",32513
15281,"EM_ELABORACAO","PE 57/2023 - REFORMA DA PRAÇA DE IVAÍNA 
PE 66/2023 - REFORMA DA PRAÇA DE SANTA ESMERALDA",34325
8690,"EM_ELABORACAO","CULTURA: Contratação de Empresa para elaboração de Projeto de Restauro para a Casa da Memória Arthur Dalmaso
Conforme orientação do INEPAC, o Projeto de Restauro deve conter minimamente os elementos a seguir:
1. IDENTIFICAÇÃO DO BEM
1.1 - Pesquisa histórica.
1.2 - Levantamento cadastral completo/Levantamento arquitetônico.
· Planta de situação;
· Planta de localização incluindo acessos, a posição, a orientação da da edificação, entre outros;
· Plantas baixas;
· Planta de cobertura;
· Cortes; e
· Fachadas.
1.3 - Documentação fotográfica do estado atual do bem.
1.4 - Levantamento de bens móveis e integrados que fazem parte da composição da edificação;
1.5 - Prospecções
· Arquitetônica;
· Estrutural e do Sistema Construtivo; e
· Outras (pintura de alvenaria, esquadrias).

1.6 - Análise Tipológica, Identificação de Materiais e Sistema Construtivo.
2. DIAGNÓSTICO
2.1 Mapeamento de Danos em plantas gráficas, incluindo legenda e fotos.
· Análise do Estado de Conservação
· Estudo de patologias e diagnóstico.
3. PROPOSTA DE INTERVENÇÃO/PROJETO DE RESTAURO
Definir todas as ações necessárias, determinando soluções com as metodologias específicas e procedimentos técnicos de execução. 
4. PROJETOS COMPLEMENTARES
· Instalações Elétricas, 
· Instalações Hidráulicas, Sanitárias e de Esgoto, 
· Instalações de Prevenção e Combate a Incêndios;
· Fundações e Estruturas 
· Sistema de Proteção Contra descargas atmosféricas – SPDA;
· Acessibilidade; e
· Paisagismo.

SAÚDE - ATENÇÃO BÁSICA: Reforma e ampliação do Posto de Saúde do Meudon
As ações pretendidas para o Unidade Básica de Saúde do Meudon envolvem a reforma da edificação existente para adequação de layout e manutenção corretiva da cobertura, instalações, esquadrias, além de adaptações para melhora na acessibilidade e ampliação da unidade de saúde para aprimorar o atendimento à população.

SEGURANÇA PÚBLICA: A aquisição de fardamento para a identificação dos Guardas Municipais proporcionando o aumento da sensação de segurança da população e visitantes que frequentam a cidade de Teresópolis.
Itens de fardamento:
Calça Tática, Gandola Tática de manga longa, Coturno Cano em lona impermeável, Camisa em malha, Boné na cor BRANCO, Boné na cor PRETO, Cinto de Guarnição na Cor BRANCA, Apito de trânsito de metal cromado, Colete Refletivo, Capa de chuva, Fiel de Apito Branco, Gandola tática para agentes de trânsito, Cinto de Guarnição na Cor PRETA, Cinto composto de cadarço de nylon.",32549
